partner_id,campaign_id,timestamp,ad_slot,clicks,impressions
BrightBlox,BrightBlox_camp_4,2024-04-23,slot_10,21,978
ToonJoy,ToonJoy_camp_2,2024-04-23,slot_8,31,1014
ZappyToys,ZappyToys_camp_3,2024-04-10,slot_9,39,1020
Kidzsy,Kidzsy_camp_8,2024-04-11,slot_7,55,1056
ZappyToys,ZappyToys_camp_2,2024-04-16,slot_2,16,1000
Kidzsy,Kidzsy_camp_6,2024-04-02,slot_5,26,982
ZappyToys,ZappyToys_camp_4,2024-04-11,slot_4,46,991
Funables,Funables_camp_6,2024-04-10,slot_1,52,1007
PlayPals,PlayPals_camp_6,2024-04-06,slot_8,28,1015
Funables,Funables_camp_3,28/04/2024,slot_5,52,1041
BrightBlox,BrightBlox_camp_7,2024-04-14,slot_5,40,1010
MiniMax,MiniMax_camp_3,2024-04-13,slot_6,56,1009
Kidzsy,Kidzsy_camp_6,2024-04-01,slot_9,39,1067
MiniMax,MiniMax_camp_2,2024-04-23,slot_8,28,N/A
ToonJoy,ToonJoy_camp_5,2024-04-23,slot_10,24,1033
Funables,Funables_camp_7,2024-04-08,slot_7,22,984
Funables,Funables_camp_6,2024-04-17,slot_4,37,1018
ZappyToys,ZappyToys_camp_5,2024-04-06,slot_9,37,999
z@ppytoys,ZappyToys_camp_10,2024-04-26,slot_5,26,1013
BrightBlox,BrightBlox_camp_1,2024-04-19,slot_3,48,985
Kidzsy,Kidzsy_camp_8,2024-04-18,slot_9,15,997
ToonJoy,ToonJoy_camp_6,2024-04-07,slot_10,55,
ZappyToys,ZappyToys_camp_4,2024-04-17,slot_9,null,969
Kidzsy,Kidzsy_camp_3,2024-04-23,slot_8,39,1029
ToonJoy,ToonJoy_camp_8,2024-04-10,slot_9,36,991
BrightBlox,BrightBlox_camp_5,2024-04-11,slot_8,36,1004
ZappyToys,ZappyToys_camp_9,2024-04-29,slot_8,42,996
MiniMax,MiniMax_camp_5,2024-04-01,slot_4,19,960
PlayPals,PlayPals_camp_8,2024-04-06,slot_8,37,1000
BrightBlox,BrightBlox_camp_8,2024-04-30,slot_2,43,961
Funables,Funables_camp_3,2024-04-08,slot_1,22,991
Kidzsy,Kidzsy_camp_3,2024-04-16,slot_4,47,1010
Kidzsy,Kidzsy_camp_10,2024-04-02,slot_9,36,999
ToonJoy,ToonJoy_camp_9,2024-04-06,slot_7,28,1065
BrightBlox,BrightBlox_camp_2,2024-04-16,slot_5,49,999
ToonJoy,ToonJoy_camp_7,2024-04-25,slot_8,23,996
ToonJoy,ToonJoy_camp_10,2024-04-15,slot_5,39,1048
Funables,Funables_camp_10,2024-04-26,slot_3,46,982
BrightBlox,BrightBlox_camp_3,2024-04-28,slot_6,27,946
PlayPals,PlayPals_camp_10,2024-04-12,slot_5,24,1019
ZappyToys,ZappyToys_camp_10,2024-04-14,slot_4,36,993
PlayPals,PlayPals_camp_6,2024-04-20,slot_8,41,1042
PlayPals,PlayPals_camp_10,2024-04-05,slot_1,45,992
ToonJoy,ToonJoy_camp_6,2024-04-23,slot_7,39,981
ToonJoy,ToonJoy_camp_8,2024-04-01,slot_3,50,975
Funables,Funables_camp_2,2024-04-22,slot_6,,988
MiniMax,MiniMax_camp_2,2024-04-14,slot_9,50,
BrightBlox,BrightBlox_camp_8,2024-04-04,slot_9,34,970
MiniMax,MiniMax_camp_2,2024-04-20,slot_1,61,1015
PlayPals,PlayPals_camp_4,2024-04-17,slot_7,40,954
Kidzsy,Kidzsy_camp_1,2024-04-10,slot_1,40,1000
Kidzsy,Kidzsy_camp_2,2024-04-21,slot_7,25,967
Kidzsy,Kidzsy_camp_10,2024-04-10,slot_1,17,1002
Funables,Funables_camp_8,2024-04-23,slot_2,53,1009
Kidzsy,Kidzsy_camp_10,2024-04-18,slot_6,34,962
MiniMax,MiniMax_camp_3,2024-04-20,slot_1,25,987
PlayPals,PlayPals_camp_3,2024-04-14,slot_6,28,1043
ZappyToys,ZappyToys_camp_7,2024-04-08,slot_2,19,1012
PlayPals,PlayPals_camp_9,2024-04-04,slot_10,26,996
BrightBlox,BrightBlox_camp_9,2024-04-19,slot_4,18,1007
PlayPals,PlayPals_camp_9,2024-04-10,slot_9,16,1014
BrightBlox,BrightBlox_camp_9,2024-04-29,slot_3,23,1018
ZappyToys,ZappyToys_camp_3,2024-04-02,slot_8,31,1013
ToonJoy,ToonJoy_camp_4,2024-04-24,slot_9,35,974
Funables,Funables_camp_6,2024-04-10,slot_3,13,1010
BrightBlox,BrightBlox_camp_4,2024-04-08,slot_4,33,1022
PlayPals,PlayPals_camp_10,2024-04-09,slot_3,50,999
PlayPals,PlayPals_camp_8,2024-04-04,slot_7,36,993
MiniMax,MiniMax_camp_8,2024-04-17,slot_9,37,962
Kidzsy,Kidzsy_camp_4,2024-04-21,slot_5,25,1025
PlayPals,PlayPals_camp_6,2024-04-20,slot_9,48,971
ToonJoy,ToonJoy_camp_10,2024-04-23,slot_2,33,1001
ZappyToys,ZappyToys_camp_4,2024-04-04,slot_5,21,1004
ZappyToys,ZappyToys_camp_7,2024-04-30,slot_10,33,1037
Funables,Funables_camp_1,2024-04-28,slot_6,63,1045
Funables,Funables_camp_1,2024-04-19,slot_8,30,1001
PlayPals,PlayPals_camp_7,2024-04-24,slot_10,,1016
ToonJoy,ToonJoy_camp_5,2024-04-27,slot_3,50,
PlayPals,PlayPals_camp_8,2024-04-27,slot_1,49,1019
MiniMax,MiniMax_camp_7,2024-04-06,slot_1,33,997
ToonJoy,ToonJoy_camp_1,2024-04-22,slot_5,44,1035
ToonJoy,ToonJoy_camp_10,2024-04-29,slot_9,40,962
BrightBlox,BrightBlox_camp_4,2024-04-09,slot_8,35,1052
ToonJoy,ToonJoy_camp_4,2024-04-01,slot_3,40,1029
Kidzsy,Kidzsy_camp_2,2024-04-21,slot_4,55,992
Kidzsy,Kidzsy_camp_7,2024-04-06,slot_3,54,1018
Kidzsy,Kidzsy_camp_8,2024-04-18,slot_5,29,950
MiniMax,MiniMax_camp_6,2024-04-24,slot_6,20,1069
ZappyToys,ZappyToys_camp_10,2024-04-24,slot_8,51,978
ToonJoy,ToonJoy_camp_9,2024-04-19,slot_4,18,972
MiniMax,MiniMax_camp_7,2024-04-12,slot_9,39,1000
BrightBlox,BrightBlox_camp_3,2024-04-21,slot_5,39,1028
Funables,Funables_camp_7,2024-04-05,slot_10,37,
MiniMax,MiniMax_camp_1,2024-04-26,slot_9,20,948
ToonJoy,ToonJoy_camp_3,2024-04-06,slot_3,26,931
ZappyToys,ZappyToys_camp_4,2024-04-24,slot_10,24,940
PlayPals,PlayPals_camp_5,2024-04-02,slot_10,53,972
BrightBlox,BrightBlox_camp_6,2024-04-15,slot_8,23,972
BrightBlox,BrightBlox_camp_2,2024-04-12,slot_4,52,990
ToonJoy,ToonJoy_camp_1,2024-04-01,slot_3,34,1051
ToonJoy,ToonJoy_camp_8,2024-04-05,slot_3,40,1067
BrightBlox,BrightBlox_camp_4,2024-04-18,slot_2,50,958
ZappyToys,ZappyToys_camp_4,2024-04-28,slot_9,39,989
ZappyToys,ZappyToys_camp_2,2024-04-01,slot_3,52,996
ZappyToys,ZappyToys_camp_1,2024-04-29,slot_8,43,986
ToonJoy,ToonJoy_camp_6,2024-04-06,slot_2,,1004
BrightBlox,BrightBlox_camp_10,2024-04-12,slot_9,36,923
MiniMax,MiniMax_camp_2,2024-04-30,slot_1,8,923
BrightBlox,BrightBlox_camp_9,2024-04-01,slot_2,47,1039
Funables,Funables_camp_8,2024-04-20,slot_1,31,996
MiniMax,MiniMax_camp_9,2024-04-27,slot_6,30,1028
ToonJoy,ToonJoy_camp_2,2024-04-05,slot_6,26,981
Kidzsy,Kidzsy_camp_2,2024-04-11,slot_8,35,975
BrightBlox,BrightBlox_camp_2,2024-04-26,slot_5,38,988
MiniMax,MiniMax_camp_5,2024-04-28,slot_4,45,1014
ZappyToys,ZappyToys_camp_2,2024-04-17,slot_9,33,1025
MiniMax,MiniMax_camp_1,2024-04-08,slot_8,17,955
ToonJoy,ToonJoy_camp_8,2024-04-23,slot_8,39,
Funables,Funables_camp_1,2024-04-17,slot_7,27,1006
ToonJoy,ToonJoy_camp_5,2024-04-29,slot_10,12,1004
MiniMax,MiniMax_camp_9,2024-04-18,slot_1,40,993
MiniMax,MiniMax_camp_4,2024-04-04,slot_7,42,948
MiniMax,MiniMax_camp_1,2024-04-06,slot_2,42,994
Kidzsy,Kidzsy_camp_9,2024-04-16,slot_5,33,987
BrightBlox,BrightBlox_camp_3,20/04/2024,slot_2,11,1003
PlayPals,PlayPals_camp_7,2024-04-25,slot_7,41,1026
ZappyToys,ZappyToys_camp_5,2024-04-10,slot_4,29,940
Kidzsy,Kidzsy_camp_8,2024-04-07,slot_10,42,
MiniMax,MiniMax_camp_1,2024-04-15,slot_9,42,1016
BrightBlox,BrightBlox_camp_9,2024-04-14,slot_5,35,1034
ToonJoy,ToonJoy_camp_4,2024-04-09,slot_2,36,1061
BrightBlox,BrightBlox_camp_8,2024-04-18,slot_5,36,1014
Funables,Funables_camp_3,2024-04-03,slot_9,20,1020
BrightBlox,BrightBlox_camp_4,2024-04-14,slot_1,39,967
ZappyToys,ZappyToys_camp_1,2024-04-06,slot_10,35,1009
Funables,Funables_camp_6,2024-04-23,slot_8,30,1011
MiniMax,MiniMax_camp_9,2024-04-21,slot_5,44,1019
ToonJoy,ToonJoy_camp_2,2024-04-12,slot_10,35,997
ZappyToys,ZappyToys_camp_9,2024-04-27,slot_6,28,973
ZappyToys,ZappyToys_camp_2,2024-04-28,slot_10,17,
ToonJoy,ToonJoy_camp_9,2024-04-11,slot_4,38,1023
ToonJoy,ToonJoy_camp_1,2024-04-14,slot_9,38,983
Kidzsy,Kidzsy_camp_10,2024-04-27,slot_2,35,1009
BrightBlox,BrightBlox_camp_9,2024-04-09,slot_10,27,986
ToonJoy,ToonJoy_camp_3,2024-04-02,slot_5,27,1021
ZappyToys,ZappyToys_camp_4,2024-04-09,slot_5,37,937
Kidzsy,Kidzsy_camp_9,2024-04-13,slot_9,30,999
ToonJoy,ToonJoy_camp_5,2024-04-05,slot_7,16,1012
BrightBlox,BrightBlox_camp_9,2024-04-15,slot_7,36,928
Funables,Funables_camp_8,2024-04-19,slot_7,33,990
ZappyToys,ZappyToys_camp_6,2024-04-23,slot_1,,987
ZappyToys,ZappyToys_camp_5,2024-04-14,slot_8,53,989
ZappyToys,ZappyToys_camp_4,2024-04-17,slot_10,48,1000
BrightBlox,BrightBlox_camp_4,2024-04-18,slot_7,45,1008
Funables,Funables_camp_8,2024-04-07,slot_1,35,957
Kidzsy,Kidzsy_camp_7,2024-04-09,slot_3,23,998
ZappyToys,ZappyToys_camp_2,2024-04-29,slot_1,37,955
ToonJoy,ToonJoy_camp_8,2024-04-17,slot_6,39,978
Kidzsy,Kidzsy_camp_4,2024-04-04,slot_4,17,990
BrightBlox,BrightBlox_camp_8,2024-04-18,slot_10,43,1004
PlayPals,PlayPals_camp_4,2024-04-30,slot_5,30,N/A
ZappyToys,ZappyToys_camp_4,2024-04-29,slot_7,44,1029
BrightBlox,BrightBlox_camp_6,2024-04-18,slot_8,51,938
ToonJoy,ToonJoy_camp_4,2024-04-08,slot_1,54,1042
ZappyToys,ZappyToys_camp_4,2024-04-08,slot_6,26,955
PlayPals,PlayPals_camp_1,2024-04-20,slot_7,31,963
PlayPals,PlayPals_camp_4,2024-04-22,slot_10,,1030
Kidzsy,Kidzsy_camp_3,2024-04-11,slot_9,18,996
ToonJoy,ToonJoy_camp_1,2024-04-10,slot_4,22,1021
ZappyToys,ZappyToys_camp_5,2024-04-27,slot_2,34,1012
MiniMax,MiniMax_camp_10,2024-04-18,slot_4,25,989
Funables,Funables_camp_9,2024-04-09,slot_10,47,1031
PlayPals,PlayPals_camp_6,2024-04-09,slot_9,44,
MiniMax,MiniMax_camp_10,2024-04-19,slot_4,26,
ZappyToys,ZappyToys_camp_9,2024-04-17,slot_7,16,1008
PlayPals,PlayPals_camp_7,2024-04-01,slot_5,20,1002
Kidzsy,Kidzsy_camp_4,2024-04-02,slot_10,45,985
Kidzsy,Kidzsy_camp_9,19/04/2024,slot_5,46,986
BrightBlox,BrightBlox_camp_2,2024-04-13,slot_10,18,1056
BrightBlox,BrightBlox_camp_9,2024-04-30,slot_1,41,N/A
PlayPals,PlayPals_camp_6,2024-04-28,slot_7,21,962
Funables,Funables_camp_1,2024-04-04,slot_2,46,1018
Kidzsy,Kidzsy_camp_1,2024-04-08,slot_8,16,963
ZappyToys,ZappyToys_camp_5,2024-04-22,slot_4,29,927
BrightBlox,BrightBlox_camp_3,2024-04-17,slot_10,41,1003
PlayPals,PlayPals_camp_1,2024-04-29,slot_6,37,977
ToonJoy,ToonJoy_camp_7,2024-04-03,slot_8,30,1005
Kidzsy,Kidzsy_camp_5,2024-04-05,slot_3,30,978
MiniMax,MiniMax_camp_1,2024-04-15,slot_6,23,998
PlayPals,PlayPals_camp_2,2024-04-25,slot_10,36,1007
Funables,Funables_camp_1,2024-04-13,slot_6,null,929
PlayPals,PlayPals_camp_10,2024-04-21,slot_10,36,973
ToonJoy,ToonJoy_camp_10,2024-04-05,slot_4,27,989
BrightBlox,BrightBlox_camp_10,2024-04-20,slot_8,43,N/A
Funables,Funables_camp_7,2024-04-08,slot_8,21,1016
ZappyToys,ZappyToys_camp_1,2024-04-05,slot_9,49,
ToonJoy,ToonJoy_camp_7,2024-04-23,slot_10,35,1023
ZappyToys,ZappyToys_camp_6,2024-04-29,slot_4,41,967
ZappyToys,ZappyToys_camp_3,16/04/2024,slot_4,38,1010
ToonJoy,ToonJoy_camp_1,2024-04-08,slot_3,27,1012
ZappyToys,ZappyToys_camp_4,2024-04-15,slot_7,27,992
Funables,Funables_camp_7,2024-04-04,slot_2,21,962
MiniMax,MiniMax_camp_4,2024-04-15,slot_10,37,1018
PlayPals,PlayPals_camp_9,2024-04-06,slot_3,40,977
BrightBlox,BrightBlox_camp_10,2024-04-03,slot_3,19,1039
PlayPals,PlayPals_camp_7,2024-04-18,slot_10,45,1013
Funables,Funables_camp_1,2024-04-05,slot_2,20,1009
PlayPals,PlayPals_camp_7,2024-04-27,slot_8,32,1027
BrightBlox,BrightBlox_camp_1,2024-04-30,slot_2,24,
BrightBlox,BrightBlox_camp_10,2024-04-18,slot_9,37,981
BrightBlox,BrightBlox_camp_4,2024-04-14,slot_4,21,1009
ToonJoy,ToonJoy_camp_5,2024-04-27,slot_4,36,1030
ToonJoy,ToonJoy_camp_3,2024-04-30,slot_3,32,971
Funables,Funables_camp_4,2024-04-25,slot_1,34,1021
ToonJoy,ToonJoy_camp_9,2024-04-11,slot_7,24,1045
Kidzsy,Kidzsy_camp_1,2024-04-04,slot_4,37,993
Funables,Funables_camp_7,2024-04-08,slot_3,30,1023
ToonJoy,ToonJoy_camp_9,2024-04-05,slot_2,46,986
MiniMax,MiniMax_camp_2,2024-04-11,slot_10,28,
ToonJoy,ToonJoy_camp_5,2024-04-25,slot_1,24,1000
Kidzsy,Kidzsy_camp_1,2024-04-19,slot_7,48,993
BrightBlox,BrightBlox_camp_5,2024-04-08,slot_6,42,1003
ToonJoy,ToonJoy_camp_9,2024-04-18,slot_4,32,963
ZappyToys,ZappyToys_camp_10,2024-04-23,slot_8,null,1045
Funables,Funables_camp_4,2024-04-21,slot_6,39,998
BrightBlox,BrightBlox_camp_2,2024-04-05,slot_6,39,1012
MiniMax,MiniMax_camp_9,2024-04-08,slot_7,28,N/A
ToonJoy,ToonJoy_camp_1,2024-04-06,slot_3,33,981
BrightBlox,BrightBlox_camp_8,2024-04-11,slot_7,64,996
BrightBlox,BrightBlox_camp_4,2024-04-29,slot_9,27,951
ZappyToys,ZappyToys_camp_5,2024-04-28,slot_6,58,994
ToonJoy,ToonJoy_camp_10,2024-04-05,slot_5,37,1028
MiniMax,MiniMax_camp_1,2024-04-06,slot_7,23,952
ZappyToys,ZappyToys_camp_3,2024-04-16,slot_6,18,1024
BrightBlox,BrightBlox_camp_3,2024-04-06,slot_1,59,1029
MiniMax,MiniMax_camp_6,2024-04-22,slot_3,28,1050
BrightBlox,BrightBlox_camp_10,2024-04-01,slot_3,22,1036
ZappyToys,ZappyToys_camp_5,2024-04-14,slot_7,22,979
ZappyToys,ZappyToys_camp_4,2024-04-13,slot_2,16,1002
Kidzsy,Kidzsy_camp_3,2024-04-04,slot_8,49,1006
MiniMax,MiniMax_camp_3,2024-04-29,slot_8,33,1073
PlayPals,PlayPals_camp_10,2024-04-27,slot_7,37,960
Kidzsy,Kidzsy_camp_10,2024-04-20,slot_4,39,992
Funables,Funables_camp_1,2024-04-15,slot_9,51,997
Kidzsy,Kidzsy_camp_2,2024-04-07,slot_4,28,971
ToonJoy,ToonJoy_camp_10,2024-04-20,slot_1,52,992
PlayPals,PlayPals_camp_5,2024-04-11,slot_4,39,1050
Funables,Funables_camp_7,2024-04-14,slot_5,40,1027
MiniMax,MiniMax_camp_7,2024-04-27,slot_7,,982
MiniMax,MiniMax_camp_6,2024-04-13,slot_6,23,1020
Funables,Funables_camp_8,2024-04-24,slot_6,27,1023
PlayPals,PlayPals_camp_5,2024-04-18,slot_4,53,1065
MiniMax,MiniMax_camp_9,2024-04-18,slot_5,57,1033
Kidzsy,Kidzsy_camp_2,2024-04-28,slot_8,23,1003
MiniMax,MiniMax_camp_7,2024-04-15,slot_7,24,987
PlayPals,PlayPals_camp_4,2024-04-24,slot_6,21,996
ZappyToys,ZappyToys_camp_7,2024-04-25,slot_9,35,991
PlayPals,PlayPals_camp_2,2024-04-13,slot_7,34,1005
ToonJoy,ToonJoy_camp_4,2024-04-03,slot_7,34,992
MiniMax,MiniMax_camp_1,2024-04-30,slot_1,30,962
BrightBlox,BrightBlox_camp_9,2024-04-20,slot_8,51,1036
PlayPals,PlayPals_camp_2,2024-04-04,slot_10,23,N/A
MiniMax,MiniMax_camp_4,2024-04-19,slot_6,38,994
Kidzsy,Kidzsy_camp_10,2024-04-04,slot_10,51,992
Kidzsy,Kidzsy_camp_2,2024-04-28,slot_3,23,935
MiniMax,MiniMax_camp_7,2024-04-02,slot_2,30,
ZappyToys,ZappyToys_camp_2,2024-04-02,slot_5,51,1040
MiniMax,MiniMax_camp_8,2024-04-11,slot_4,29,976
Kidzsy,Kidzsy_camp_3,2024-04-04,slot_5,34,962
ToonJoy,ToonJoy_camp_5,2024-04-15,slot_8,23,987
ZappyToys,ZappyToys_camp_8,2024-04-21,slot_7,48,942
BrightBlox,BrightBlox_camp_10,2024-04-22,slot_1,27,998
ZappyToys,ZappyToys_camp_3,2024-04-05,slot_10,20,998
ToonJoy,ToonJoy_camp_7,2024-04-05,slot_2,29,1039
PlayPals,PlayPals_camp_10,2024-04-28,slot_4,27,991
BrightBlox,BrightBlox_camp_4,2024-04-21,slot_2,36,N/A
PlayPals,PlayPals_camp_10,2024-04-26,slot_10,50,1027
Kidzsy,Kidzsy_camp_3,2024-04-12,slot_6,31,971
PlayPals,PlayPals_camp_1,2024-04-13,slot_10,33,985
ToonJoy,ToonJoy_camp_6,2024-04-22,slot_5,17,1082
PlayPals,PlayPals_camp_2,2024-04-11,slot_2,43,1005
BrightBlox,BrightBlox_camp_8,2024-04-03,slot_6,43,970
BrightBlox,BrightBlox_camp_10,2024-04-02,slot_3,29,966
BrightBlox,BrightBlox_camp_6,2024-04-25,slot_3,35,1016
ZappyToys,ZappyToys_camp_9,2024-04-02,slot_3,22,1019
MiniMax,MiniMax_camp_6,2024-04-19,slot_2,26,1007
MiniMax,MiniMax_camp_7,2024-04-26,slot_5,28,1029
MiniMax,MiniMax_camp_1,2024-04-23,slot_5,24,1045
Funables,Funables_camp_4,2024-04-30,slot_4,31,1047
Funables,Funables_camp_1,2024-04-13,slot_5,23,1052
Funables,Funables_camp_8,2024-04-15,slot_7,18,1037
Kidzsy,Kidzsy_camp_6,2024-04-05,slot_9,53,971
Kidzsy,Kidzsy_camp_9,2024-04-01,slot_5,53,1046
Kidzsy,Kidzsy_camp_3,2024-04-27,slot_9,35,1020
Funables,Funables_camp_7,2024-04-29,slot_9,34,947
ZappyToys,ZappyToys_camp_1,2024-04-27,slot_10,27,N/A
Kidzsy,Kidzsy_camp_10,2024-04-09,slot_5,39,1023
ZappyToys,ZappyToys_camp_10,2024-04-09,slot_5,32,939
MiniMax,MiniMax_camp_3,2024-04-09,slot_3,38,926
BrightBlox,BrightBlox_camp_7,2024-04-25,slot_6,27,968
Funables,Funables_camp_8,2024-04-30,slot_5,null,968
Kidzsy,Kidzsy_camp_4,2024-04-11,slot_6,29,1001
BrightBlox,BrightBlox_camp_10,2024-04-25,slot_10,45,1036
BrightBlox,BrightBlox_camp_10,2024-04-25,slot_8,25,
Kidzsy,Kidzsy_camp_1,2024-04-15,slot_1,62,1036
Kidzsy,Kidzsy_camp_9,2024-04-07,slot_3,26,1004
PlayPals,PlayPals_camp_3,2024-04-01,slot_9,,1043
ToonJoy,ToonJoy_camp_2,2024-04-28,slot_8,26,973
pl@yp@ls,PlayPals_camp_1,2024-04-02,slot_10,null,1021
MiniMax,MiniMax_camp_6,2024-04-24,slot_2,38,951
MiniMax,MiniMax_camp_6,2024-04-22,slot_8,29,988
ZappyToys,ZappyToys_camp_10,2024-04-25,slot_1,33,945
Kidzsy,Kidzsy_camp_10,2024-04-29,slot_5,23,
PlayPals,PlayPals_camp_9,2024-04-09,slot_8,33,995
BrightBlox,BrightBlox_camp_7,2024-04-12,slot_5,28,988
MiniMax,MiniMax_camp_2,2024-04-21,slot_9,53,1022
ToonJoy,ToonJoy_camp_4,2024-04-07,slot_3,42,1034
Funables,Funables_camp_1,2024-04-01,slot_5,42,960
ZappyToys,ZappyToys_camp_6,2024-04-01,slot_6,52,1045
ToonJoy,ToonJoy_camp_1,2024-04-22,slot_4,21,1030
BrightBlox,BrightBlox_camp_4,2024-04-15,slot_7,33,1015
ZappyToys,ZappyToys_camp_5,2024-04-19,slot_8,35,1006
Funables,Funables_camp_8,2024-04-11,slot_1,43,1023
ZappyToys,ZappyToys_camp_6,2024-04-10,slot_2,19,1016
BrightBlox,BrightBlox_camp_4,2024-04-27,slot_3,32,998
Funables,Funables_camp_4,2024-04-13,slot_4,51,965
Kidzsy,Kidzsy_camp_5,2024-04-19,slot_10,38,989
MiniMax,MiniMax_camp_3,2024-04-02,slot_10,37,968
ZappyToys,ZappyToys_camp_3,2024-04-21,slot_1,32,978
ToonJoy,ToonJoy_camp_7,2024-04-28,slot_3,37,987
ToonJoy,ToonJoy_camp_3,2024-04-26,slot_8,43,995
Kidzsy,Kidzsy_camp_9,2024-04-13,slot_3,44,1023
ToonJoy,ToonJoy_camp_5,2024-04-18,slot_2,55,983
BrightBlox,BrightBlox_camp_3,2024-04-01,slot_4,44,976
Kidzsy,Kidzsy_camp_8,2024-04-01,slot_1,42,992
PlayPals,PlayPals_camp_7,2024-04-19,slot_4,29,1005
BrightBlox,BrightBlox_camp_7,2024-04-10,slot_6,38,1057
BrightBlox,BrightBlox_camp_3,2024-04-07,slot_5,25,942
MiniMax,MiniMax_camp_3,2024-04-17,slot_10,37,982
ZappyToys,ZappyToys_camp_10,2024-04-30,slot_10,47,1039
ZappyToys,ZappyToys_camp_9,2024-04-24,slot_6,28,1003
ToonJoy,ToonJoy_camp_4,2024-04-08,slot_7,,990
PlayPals,PlayPals_camp_3,2024-04-06,slot_8,,1016
Funables,Funables_camp_2,2024-04-10,slot_4,39,1038
PlayPals,PlayPals_camp_3,2024-04-16,slot_2,44,992
PlayPals,PlayPals_camp_7,2024-04-29,slot_2,35,1029
Funables,Funables_camp_6,2024-04-06,slot_4,23,984
ToonJoy,ToonJoy_camp_2,2024-04-11,slot_6,26,986
Kidzsy,Kidzsy_camp_9,2024-04-02,slot_6,20,997
Funables,Funables_camp_1,2024-04-16,slot_8,50,986
Funables,Funables_camp_8,2024-04-24,slot_2,28,1009
ToonJoy,ToonJoy_camp_7,2024-04-10,slot_6,43,1026
MiniMax,MiniMax_camp_4,2024-04-16,slot_2,52,1034
ZappyToys,ZappyToys_camp_2,2024-04-12,slot_1,48,943
MiniMax,MiniMax_camp_5,2024-04-11,slot_2,36,969
ZappyToys,ZappyToys_camp_6,2024-04-14,slot_1,28,992
ToonJoy,ToonJoy_camp_7,2024-04-09,slot_8,38,1054
ZappyToys,ZappyToys_camp_3,2024-04-06,slot_3,38,1037
Kidzsy,Kidzsy_camp_3,27/04/2024,slot_5,44,1012
ZappyToys,ZappyToys_camp_6,2024-04-18,slot_2,42,N/A
Funables,Funables_camp_6,2024-04-19,slot_1,50,922
BrightBlox,BrightBlox_camp_5,2024-04-14,slot_2,44,1015
PlayPals,PlayPals_camp_1,2024-04-05,slot_8,34,982
ToonJoy,ToonJoy_camp_8,2024-04-20,slot_1,37,1045
ZappyToys,ZappyToys_camp_7,2024-04-30,slot_1,34,1019
ToonJoy,ToonJoy_camp_7,2024-04-13,slot_5,48,1054
Funables,Funables_camp_9,2024-04-29,slot_2,39,939
MiniMax,MiniMax_camp_9,2024-04-08,slot_1,48,959
ZappyToys,ZappyToys_camp_7,2024-04-29,slot_2,23,1003
ToonJoy,ToonJoy_camp_5,2024-04-27,slot_1,35,985
BrightBlox,BrightBlox_camp_1,2024-04-07,slot_6,47,992
PlayPals,PlayPals_camp_7,2024-04-15,slot_5,23,1036
BrightBlox,BrightBlox_camp_9,2024-04-20,slot_2,39,982
ZappyToys,ZappyToys_camp_10,2024-04-24,slot_5,31,977
MiniMax,MiniMax_camp_9,2024-04-03,slot_4,22,1001
Funables,Funables_camp_10,2024-04-10,slot_10,50,985
ZappyToys,ZappyToys_camp_9,2024-04-11,slot_9,48,984
Kidzsy,Kidzsy_camp_6,2024-04-12,slot_8,38,1016
Kidzsy,Kidzsy_camp_3,2024-04-15,slot_2,39,1040
MiniMax,MiniMax_camp_8,2024-04-09,slot_3,39,N/A
MiniMax,MiniMax_camp_2,2024-04-20,slot_5,33,1004
BrightBlox,BrightBlox_camp_2,2024-04-28,slot_1,46,993
ToonJoy,ToonJoy_camp_10,2024-04-03,slot_5,45,1018
Funables,Funables_camp_1,2024-04-15,slot_5,31,1058
Kidzsy,Kidzsy_camp_10,2024-04-02,slot_5,28,975
BrightBlox,BrightBlox_camp_6,2024-04-06,slot_10,40,1013
PlayPals,PlayPals_camp_5,2024-04-02,slot_4,39,973
MiniMax,MiniMax_camp_5,2024-04-10,slot_1,43,923
BrightBlox,BrightBlox_camp_1,2024-04-12,slot_9,52,1056
ToonJoy,ToonJoy_camp_1,2024-04-13,slot_5,26,965
BrightBlox,BrightBlox_camp_7,2024-04-15,slot_9,27,1005
Kidzsy,Kidzsy_camp_8,2024-04-13,slot_2,22,967
MiniMax,MiniMax_camp_8,2024-04-14,slot_8,51,1038
BrightBlox,BrightBlox_camp_3,2024-04-02,slot_7,39,954
PlayPals,PlayPals_camp_9,2024-04-15,slot_1,48,
PlayPals,PlayPals_camp_10,2024-04-22,slot_3,38,999
PlayPals,PlayPals_camp_4,2024-04-14,slot_9,30,1008
Funables,Funables_camp_4,2024-04-16,slot_1,42,966
Funables,Funables_camp_9,2024-04-21,slot_9,52,995
ZappyToys,ZappyToys_camp_6,2024-04-23,slot_5,13,1017
PlayPals,PlayPals_camp_3,2024-04-13,slot_10,46,1017
Kidzsy,Kidzsy_camp_9,2024-04-29,slot_3,22,1066
Funables,Funables_camp_2,2024-04-02,slot_9,40,1004
BrightBlox,BrightBlox_camp_3,2024-04-04,slot_5,32,1000
Funables,Funables_camp_6,2024-04-30,slot_4,34,1026
ToonJoy,ToonJoy_camp_7,2024-04-21,slot_7,20,968
BrightBlox,BrightBlox_camp_5,2024-04-29,slot_1,27,
PlayPals,PlayPals_camp_2,2024-04-25,slot_3,42,965
